ARTNUM,ORIGINAL_ART_NO,MANUFACTURER,STOCK_QTY
dlrhinops,94ACC0161,DATALOGIC,0
dlrhinoshold,94ACC0156,DATALOGIC,30
dlrhinoupgr,94ACC0293,DATALOGIC,3
dlrhinovbrckt,94ACC0154,DATALOGIC,0
dlrhinovmount,94ACC0175,DATALOGIC,39
dlrkey,95ACC1330,DATALOGIC,0
dlrmount,94ACC0034,DATALOGIC,0
dlrwb9000,RWD-P090-PL,DATALOGIC,44
dlrwb9300,RWD-P093-PL,DATALOGIC,0
dlsdme11-1,ZS0SMEM11SHA1,DATALOGIC,9999
dlsh15-3,94S151233,DATALOGIC,1
dlsh15-4,94S151235,DATALOGIC,0
dlsh15-5,94S151243,DATALOGIC,0
dlsh15-7,94S111233,DATALOGIC,0
dlsh15-8,94S111235,DATALOGIC,0
dlsh15backup,94ACC0164,DATALOGIC,4
dlsh15brackkey,94ACC0183,DATALOGIC,1
dlsh15exca,94ACC0264,DATALOGIC,0
dlsh21,94S351233,DATALOGIC,0
dlsh21-2,94S351235,DATALOGIC,0
dlsh21-3,94S351243,DATALOGIC,0
dlsh21brackkey,94ACC0184,DATALOGIC,0
dlshbracketfix,94ACC0182,DATALOGIC,0
dlshbracketveh,94ACC0181,DATALOGIC,0
dlshconv,94ACC0041,DATALOGIC,8
dlshkey24,94ACC0158,DATALOGIC,0
dlskorpiox4-25,942600023,DATALOGIC,0
dlskorpiox4scase,94ACC0153,DATALOGIC,4
dlskorpiox5-11,943500013,DATALOGIC,17
dlskorpiox5-12,943500014,DATALOGIC,0
dlskorpiox5-13,943500018,DATALOGIC,0
dlskorpiox5-15-64gb,943500031,DATALOGIC,15
dlskorpiox5-16,943500035,DATALOGIC,98
dlskorpiox5-17,943500036,DATALOGIC,93
dlskorpiox5-18,943500037,DATALOGIC,0
dlskorpiox5-19-64gb,943500041,DATALOGIC,18
dlskorpiox5-2,943500002,DATALOGIC,0
dlskorpiox5-20,943500042,DATALOGIC,0
dlskorpiox5-21,943500043,DATALOGIC,0
dlskorpiox5-24,943500056,DATALOGIC,0
dlskorpiox5-26,943500058,DATALOGIC,1
dlskorpiox5-28,943500048,DATALOGIC,5
dlskorpiox5-29,943500047,DATALOGIC,71
dlskorpiox5-3,943500003,DATALOGIC,0
dlskorpiox5-30,943500046,DATALOGIC,18
dlskorpiox5-31,943500045,DATALOGIC,55
dlskorpiox5-32,943500050,DATALOGIC,0
dlskorpiox5-33,943500049,DATALOGIC,0
dlskorpiox5-35-64gb,943500062,DATALOGIC,0
dlskorpiox5-4,943500023,DATALOGIC,0
dlskorpiox5-5-64gb,943500024,DATALOGIC,34
dlskorpiox5-6,943500025,DATALOGIC,0
dlskorpiox5-64gb,943500001,DATALOGIC,0
dlskorpiox53dock,94A150110,DATALOGIC,9
dlskorpiox53wdock,94A150108,DATALOGIC,0
dlskorpiox53wdockl,94A150109,DATALOGIC,0
dlskorpiox54chg,94ACC0274,DATALOGIC,203
dlskorpiox5bat,91ACC0092,DATALOGIC,43
dlskorpiox5bh,94ACC0330,DATALOGIC,0
dlskorpiox5boot,94ACC0323,DATALOGIC,78
dlskorpiox5dock,94A150107,DATALOGIC,139
dlskorpiox5ebat,91ACC0093,DATALOGIC,855
dlskorpiox5ghhk,94ACC0332,DATALOGIC,1
dlskorpiox5handle,94ACC0325,DATALOGIC,23
dlskorpiox5hstrap,94ACC0326,DATALOGIC,0
dlskorpiox5lan,94ACC0081,DATALOGIC,0
dlskorpiox5scrprot,94ACC0324,DATALOGIC,51
dlskorpiox5wdock,94A150106,DATALOGIC,19
dlskx3bathc,94ACC0046,DATALOGIC,1475
dlskx3beho,94ACC0050,DATALOGIC,41
dlskx3cr2,94A150062,DATALOGIC,34
dlskx40,946400001,DATALOGIC,0
dlskx40-10,946400009,DATALOGIC,0
dlskx40-11,946400006,DATALOGIC,0
dlskx40-2,946400002,DATALOGIC,0
dlskx40-3,946400004,DATALOGIC,0
dlskx40-4,946400003,DATALOGIC,0
dlskx40-5,946400008,DATALOGIC,0
dlskx40-6,946400005,DATALOGIC,0
dlskx40-7,946400010,DATALOGIC,0
dlskx40-8,946400011,DATALOGIC,0
dlskx40-9,946400007,DATALOGIC,0
dlskx4adap,94ACC0453,DATALOGIC,0
dlskx4bat,94ACC0440,DATALOGIC,0
dlskx4belt,94ACC0443,DATALOGIC,0
dlskx4boot,94ACC0441,DATALOGIC,0
dlskx4dock,94A150151,DATALOGIC,0
dlskx4dock4,94A150143,DATALOGIC,0
dlskx4dock4-2,94A150144,DATALOGIC,0
dlskx4gunkit,94ACC0447,DATALOGIC,0
dlskx4handle,94ACC0445,DATALOGIC,0
dlskx4key29,94ACC0456,DATALOGIC,0
dlskx4key48,94ACC0455,DATALOGIC,0
dlskx4screen,94ACC0451,DATALOGIC,0
dlskx4strap,94ACC0450,DATALOGIC,0
dlskx5boot,94ACC0331,DATALOGIC,224
dlskx5cabu,94ACC0327,DATALOGIC,780
dlspbrack,94ACC0464,DATALOGIC,60
dlspbrack-2,94ACC0465,DATALOGIC,0
dlstard433,SD9030-433-A,DATALOGIC,10
dlstdp090,STD-P090,DATALOGIC,64
dlstylusfx3pen5,94ACC0145,DATALOGIC,1
dlsvcjoya-3,ZS0SJOYT22SH31,DATALOGIC,9999
dltask7,943400001,DATALOGIC,3
dltask7-2,943400002,DATALOGIC,4
dltaskgrip,94ACC0211,DATALOGIC,3
dltaskholder,94ACC0234,DATALOGIC,9
dltaskholst,94ACC0230,DATALOGIC,9
dltaskholst2,94ACC0231,DATALOGIC,1
dltd65hold,HLD-T010-65-BK,DATALOGIC,0
dltd65lk,TD1170-BK-65,DATALOGIC,17
dltd65lu,TD1120-BK-65,DATALOGIC,38
dltd65pro,TD1130-BK-65,DATALOGIC,5
dltd65ukit,TD1120-BK-65K1,DATALOGIC,242
dltd90hold,HLD-T010-90-BK,DATALOGIC,0
dltd90lk,TD1170-BK-90,DATALOGIC,1
dltd90lu,TD1120-BK-90,DATALOGIC,0
dltd90pro,TD1130-BK-90,DATALOGIC,21
dltd90ukit,TD1120-BK-90K1,DATALOGIC,355
dlucab2m,90A052337,DATALOGIC,0
dlvr12,95ACC0002,DATALOGIC,0
dlx3lanyard,94ACC0081,DATALOGIC,0
dlzsc2pm9531,ZSC2PM9531,DATALOGIC,9999
dm51248000,DPR51-2480-00,HONEYWELL,13
dm78248202,OPT78-2482-02,HONEYWELL,0
dm78290901,OPT78-2909-01,HONEYWELL,0
dma46ph12,PHD20-2246-01,HONEYWELL,17
dmaph12,PHD20-2182-01,HONEYWELL,2
dmaph8,PHD20-2240-01,HONEYWELL,12
dmawlan,OPT78-2873-02,HONEYWELL,0
dmcompact3,XF1-00-03000000,HONEYWELL,28
dmcompactph8,PHD20-2270-01,HONEYWELL,40
dme42ph8,PHD20-2192-01,HONEYWELL,0
dmeph12,PHD20-2268-01,HONEYWELL,0
dmeph8,PHD20-2267-01,HONEYWELL,14
dmh4ph24,PHD20-2243-01,HONEYWELL,0
dmh6210ph,PHD20-2245-01,HONEYWELL,0
dmhcut3,OPT78-2618-21,HONEYWELL,0
dmhpeel2,OPT78-2655-11,HONEYWELL,0
dmhpeel3,OPT78-2655-21,HONEYWELL,0
dmhph12-2,PHD20-2241-01,HONEYWELL,3
dmhrewind,OPT78-2627-21,HONEYWELL,0
dmi4212ph,PHD20-2278-01,HONEYWELL,39
dmi42ph8,PHD20-2181-01,HONEYWELL,18
dmi42ph8-2,PHD20-2181-21,HONEYWELL,0
dmi4310ph12,PHD20-2279-01,HONEYWELL,17
dmi4606ph,PHD20-2281-01,HONEYWELL,0
dmipeel,OPT78-2905-01,HONEYWELL,0
dmiph406,PHD20-2208-01,HONEYWELL,0
dmiplatroll,ROL15-2761-04,HONEYWELL,6
dmirewind,OPT78-2302-01,HONEYWELL,0
dmm4206ph8,PHD20-2261-01,HONEYWELL,7
dmm430612,PHD20-2225-01,HONEYWELL,0
dmm430812,PHD20-2263-01,HONEYWELL,0
dmmcut,OPT78-2738-01,HONEYWELL,0
dmmf2ac,220516-100,HONEYWELL,1
dmmf2vchg2,510116-001-SP,HONEYWELL,3
dmmlan,OPT78-2724-03,HONEYWELL,0
dmmnetw,OPT78-2724-15,HONEYWELL,1
dmmph8,PHD20-2260-01,HONEYWELL,0
dmmrewind,OPT78-2735-02,HONEYWELL,0
dmmuplatroll,ROL15-2847-01,HONEYWELL,0
dmnova6ph,ENM533640,HONEYWELL,0
dmnovamnt,OPT78-2983-01,HONEYWELL,0
dmnovaph8,ENM533529,HONEYWELL,0
dmnovaph8-2,ENM533578,HONEYWELL,0
dmrhrewind,OPT78-2615-01,HONEYWELL,0
dmrhrewind2,OPT78-2615-11,HONEYWELL,0
dmrl4batchg2,220275-000-SP,HONEYWELL,0
dmrlacuk,220517-100,HONEYWELL,1
dmrlbat-1,DPR78-3004-01,HONEYWELL,0
dmx2262-01,DPO20-2262-01,HONEYWELL,0
dmx420x8ph,PHD20-2220-01,HONEYWELL,0
dn2d,CRSA-BCR-R1,"DIEBOLD NIXDORF",2
dn7702,CRKB-7702,"DIEBOLD NIXDORF",0
dnadap,CRBAS-DA-V75-1,"DIEBOLD NIXDORF",0
dnba1150-10,20134840,"DIEBOLD NIXDORF",36
dnba1150-29,CRBAF-BLA-JT28,"DIEBOLD NIXDORF",0
dnba1150-30,CRBAF-BLA-JT32,"DIEBOLD NIXDORF",0
dnba1156-4,CRBAF-BLA-JT33,"DIEBOLD NIXDORF",0
dnba1156-5,CRBAF-BLA-JT29,"DIEBOLD NIXDORF",0
dnba1185-4,CRBAF-BLA-JT31,"DIEBOLD NIXDORF",0
dnba1185-5,CRBAF-BLA-JT34,"DIEBOLD NIXDORF",0
dnba90,1750267281,"DIEBOLD NIXDORF",0
dnba91w,1750268276,"DIEBOLD NIXDORF",42
dnba91wn,1750268278,"DIEBOLD NIXDORF",44
dnba92,1750286913,"DIEBOLD NIXDORF",19
dnba93n,1750286980,"DIEBOLD NIXDORF",14
dnba93w,1750286992,"DIEBOLD NIXDORF",22
dnba9x-2d,1750292248,"DIEBOLD NIXDORF",10
dnba9xdispadap,1750293181,"DIEBOLD NIXDORF",49
dnbisee-27,ACE1_JT84,"DIEBOLD NIXDORF",0
dnbisee-28,ACE1_JT83,"DIEBOLD NIXDORF",0
dnbm2110,CRBAS-BLA-JT40,"DIEBOLD NIXDORF",2
dnbm2110-2,CRBAS-BLA-JT41,"DIEBOLD NIXDORF",0
dnbm3-14,CRBMIII-R1G-JT13,"DIEBOLD NIXDORF",1
dnbm3-15,CRBMIII-R1G-JT14,"DIEBOLD NIXDORF",0
dnbm3-16,CRBMIII-R1G-JT15,"DIEBOLD NIXDORF",1
dnbm3-17,CRBMIII-R2G-JT16,"DIEBOLD NIXDORF",0
dnbm3-18,CRBMIII-R2G-JT17,"DIEBOLD NIXDORF",0
dnbm3-19,CRBMIII-R2G-JT18,"DIEBOLD NIXDORF",0
dnbm3-22,CRBMIII-R1B-JT21,"DIEBOLD NIXDORF",0
dnbm3-3,20119477,"DIEBOLD NIXDORF",1
dnc2120,1750369759,"DIEBOLD NIXDORF",0
dncabu05,CRKB-D1-05M,"DIEBOLD NIXDORF",14
dnd1104,CRBAS-D1104-BPCT,"DIEBOLD NIXDORF",0
dnd1104-2,CRBAS-D1104-SPCT,"DIEBOLD NIXDORF",0
dnd1150,CRBAS-D1150-BPCT,"DIEBOLD NIXDORF",35
dnd1150-2,CRBAS-D1150-SPCT,"DIEBOLD NIXDORF",0
dnd1156,CRBAS-D1156-BPCT,"DIEBOLD NIXDORF",0
dnd1156-2,CRBAS-D1156-SPCT,"DIEBOLD NIXDORF",15
dnd1156-3,CRBAS-D1156-B,"DIEBOLD NIXDORF",0
dnd1156-4,CRBAS-D1156-S,"DIEBOLD NIXDORF",1
dndisp1104bnt,CRBAS-D1104-B,"DIEBOLD NIXDORF",0
dneasy1-5,ACE1_JT75,"DIEBOLD NIXDORF",2
dneasy1-6,ACE1_JT76,"DIEBOLD NIXDORF",0
dneasy1-7,ACE1_JT77,"DIEBOLD NIXDORF",2
dneasy1-8,ACE1_JT78,"DIEBOLD NIXDORF",1
dneasymax,ACE1_JT79,"DIEBOLD NIXDORF",2
dneasymax-2,ACE1_JT80,"DIEBOLD NIXDORF",1
dneasymax-3,ACE1_JT81,"DIEBOLD NIXDORF",2
dneasymax-4,ACE1_JT82,"DIEBOLD NIXDORF",1
dnibutton,CRSA-WL-R1,"DIEBOLD NIXDORF",2
dnka17b,CRKA-1715,"DIEBOLD NIXDORF",0
dnka17bc,CRKA-17-JT61,"DIEBOLD NIXDORF",0
dnka17cab15,CRKB-0961,"DIEBOLD NIXDORF",0
dnka17cab50,CRKB-0962,"DIEBOLD NIXDORF",0
dnka17clb,CRKA-1717,"DIEBOLD NIXDORF",3
dnka17clw,CRKA-1712,"DIEBOLD NIXDORF",0
dnka17csb,CRKA-1716,"DIEBOLD NIXDORF",0
dnka17csw,CRKA-1702,"DIEBOLD NIXDORF",0
dnka17w,CRKA-1701,"DIEBOLD NIXDORF",0
dnka21,CRKA-2120,"DIEBOLD NIXDORF",0
dnka21base,CRKA-2100,"DIEBOLD NIXDORF",0
dnka21s,CRKA-2121,"DIEBOLD NIXDORF",11
dnka21s2,CRKA-2111,"DIEBOLD NIXDORF",0
dnka21s3,CRKA-2110,"DIEBOLD NIXDORF",0
dnka21sb,CRKA-21-JT60,"DIEBOLD NIXDORF",0
dnka3m,CRKB-0982,"DIEBOLD NIXDORF",13
dnkmat164,CRBAS-DCCOVER,"DIEBOLD NIXDORF",0
dnkmat173,CRMK-1058,"DIEBOLD NIXDORF",9
dnkmat174,CRMK-1060,"DIEBOLD NIXDORF",9
dnkmat48,CRBAS-WLAN-BT-1,"DIEBOLD NIXDORF",3
dnkmat49-inst,CROS-WRW10RBP64E,"DIEBOLD NIXDORF",0
dnkmat52,CRBAS-DS-STD,"DIEBOLD NIXDORF",6
dnkmat55-inst,CROS-WRW10RBP64V,"DIEBOLD NIXDORF",39
dnkmat57,CRMK-1057,"DIEBOLD NIXDORF",10
dnm2100,CRBAS-BLA-JT42,"DIEBOLD NIXDORF",0
dnm2100-2,CRBAS-BLA-JT43,"DIEBOLD NIXDORF",0
dnm2100-3,CRBAS-BLA-JT44,"DIEBOLD NIXDORF",0
dnm2100-4,CRBAS-BLA-JT45,"DIEBOLD NIXDORF",0
dnmsr3,1750255668,"DIEBOLD NIXDORF",49
dnmsr3-2,CRSA-MSR-R1,"DIEBOLD NIXDORF",5
dnnfc,CRSA-NFC-R1,"DIEBOLD NIXDORF",2
dnp1200usw,CRP1200-BLA-JT50,"DIEBOLD NIXDORF",0
dnp1200uw,CRP1200-LG-JT51,"DIEBOLD NIXDORF",0
dnpcabeu,CRKB-3037,"DIEBOLD NIXDORF",28
dnplinkcab,CRKB-7703,"DIEBOLD NIXDORF",0
dnplinkcab2,CRKB-7701,"DIEBOLD NIXDORF",0
dnps111,CRTH-PS112,"DIEBOLD NIXDORF",0
dnps40w,CRBA-PA12V40W,"DIEBOLD NIXDORF",20
dnrj12,CRKB-0981,"DIEBOLD NIXDORF",0
dnssta,CRBAS-DS-SML,"DIEBOLD NIXDORF",0
dnstand,01750292889,"DIEBOLD NIXDORF",50
dntsecard2,CRTSE-CARD5X,"DIEBOLD NIXDORF",0
dnupddr16,CR-UP-DDR4-16GB,"DIEBOLD NIXDORF",0
dnupddr32,CR-UP-DDR4-32GB,"DIEBOLD NIXDORF",0
dnupddr5-16,CRBX-DDR5-16GB,"DIEBOLD NIXDORF",0
dnupddr5-32,CRBX-DDR5-32GB,"DIEBOLD NIXDORF",0
dnupddr5-64,CRBX-DDR5-64GB,"DIEBOLD NIXDORF",0
dnupddr5-8,CRBX-DDR5-8GB,"DIEBOLD NIXDORF",0
dnupm128,CRBX-SSD-128GB,"DIEBOLD NIXDORF",0
dnupm1tb,CRBX-SSD-1TB,"DIEBOLD NIXDORF",0
dnupm2128,CRSSD-UPM2-128GB,"DIEBOLD NIXDORF",0
dnupm21t,CRSSD-M2-1TB,"DIEBOLD NIXDORF",0
dnupm2256,CRSSD-UPM2-256GB,"DIEBOLD NIXDORF",0
dnupm2256-2,CRSSD-MLC-256GB,"DIEBOLD NIXDORF",0
dnupm2256-4,CRSSD-M2N-256GB,"DIEBOLD NIXDORF",0
dnupm2512,CRSSD-UPM2-512GB,"DIEBOLD NIXDORF",0
dnupm2512-2,CRSSD-MLC-512GB,"DIEBOLD NIXDORF",0
dnupm2512-4,CRSSD-M2N-512GB,"DIEBOLD NIXDORF",0
dnupm256,CRBX-SSD-256GB,"DIEBOLD NIXDORF",0
dnupm512,CRBX-SSD-512GB,"DIEBOLD NIXDORF",0
dpld9531dpmk1,PD9531-DPMK1,DATALOGIC,121
dpld9531dpmk2,PD9531-DPMK2,DATALOGIC,56
elo0702l,E796382,ELO,24
elo0704ls,E967730,ELO,0
elo0764l,E970862,ELO,0
elo1002l,E155834,ELO,0
elo1004,E315290,ELO,126
elo1004l,E968703,ELO,64
elo1004ls,E967935,ELO,15
elo1015flip,E924077,ELO,0
elo1064l,E971060,ELO,0
elo1093l2,E321195,ELO,101
elo1093rack,E511656,ELO,0
elo1099l,E354792,ELO,10
elo10i4-11,E792262,ELO,0
elo10i4-12,E541463,ELO,211
elo10i4-13,E540697,ELO,20
elo10i4-3,E390263,ELO,10
elo10i4-4,E390647,ELO,170
elo10i4-5,E391032,ELO,0
elo10i4-6,E391414,ELO,0
elo10i4-7,E391994,ELO,7
elo10i4-8,E392786,ELO,0
elo1247bez2,E329452,ELO,0
elo1291pc2,E331595,ELO,0
elo1302,E683204,ELO,12
elo1302ns,E683595,ELO,1
elo1304,E968117,ELO,101
elo1304l,E968908,ELO,0
elo1304l-2,E969110,ELO,0
elo1502hdp,E318746,ELO,8
elo1502hdp1,E967255,ELO,0
elo1502hdp1s,E967064,ELO,0
elo1502hdp2,E542808,ELO,0
elo1502lm156in,E542617,ELO,0
elo1502lmon,E155645,ELO,29
elo1504l,E969292,ELO,0
elo1504ls,E968313,ELO,16
elo1504lst,E969493,ELO,0
elo1509l-2,E551755,ELO,0
elo1509lbox,E186057,ELO,0
elo1515ls,E344320,ELO,0
elo151723mags,E628912,ELO,0
elo1517bats,E523163,ELO,3
elo1517bats2,E144246,ELO,12
elo1517mag,E500356,ELO,0
elo1523itpro,E738607,ELO,0
elo1523itprow,E336518,ELO,0
elo1523lstand,E382349,ELO,0
elo1537b-4,E323425,ELO,3
elo1537rack,E295006,ELO,0
elo1541bez,E711274,ELO,2
elo1541bra,E921202,ELO,0
elo1564l,E971256,ELO,11
elo1590at2,E326154,ELO,19
elo1590it2,E326738,ELO,0
elo1590pc2,E334335,ELO,24
elo1594l,E131375,ELO,77
elo1598,E126407,ELO,0
elo15e1-3,E850098,ELO,0
elo15e1-4,E849902,ELO,49
elo15e1-5,E850312,ELO,0
elo15e2-18,E153259,ELO,0
elo15e2-6,E440808,ELO,0
elo15e2wall,E143088,ELO,0
elo15e3-10,E441575,ELO,0
elo15e3-11,E262258,ELO,0
elo15e3-7,E441193,ELO,0
elo15e3-8,E441385,ELO,0
elo15e3-9,E441781,ELO,0
elo15e5,E441968,ELO,0
elo15e5-2,E442161,ELO,0
elo15e5-3,E442365,ELO,0
elo15e5-4,E442550,ELO,43
elo15h2-2,E935367,ELO,0
elo15h2-3,E935967,ELO,0
elo15h3,E935775,ELO,0
elo15h3-3,E880567,ELO,0
elo15h5,E936365,ELO,0
elo15h5-2,E936163,ELO,0
elo15h5-3,E936750,ELO,0
elo15h5-4,E936556,ELO,0
elo15h5-5,E939305,ELO,0
elo15i2-10,E984089,ELO,0
elo15i2-11,E983676,ELO,0
elo15i2-12,E705229,ELO,0
elo15i2-13,E700571,ELO,0
elo15i2-14,E605332,ELO,0
elo15i2-15,E128434,ELO,0
elo15i2-16,E551068,ELO,0
elo15i2-17,E551270,ELO,0
elo15i2-18,E551842,ELO,0
elo15i2-7,E984275,ELO,98
elo15i2-8,E983895,ELO,2
elo15i2-9,E984463,ELO,0
elo15i3,E462193,ELO,59
elo15i3-11,E605919,ELO,0
elo15i3-12,E700385,ELO,0
elo15i3-13,E700960,ELO,0
elo15i3-3,E850003,ELO,11
elo15i3-4,E850204,ELO,0
elo15i3-6,E705428,ELO,0
elo15i3-8,E705627,ELO,0
elo15i3-9,E700774,ELO,0
elo15i4,E412421,ELO,0
elo15i4-2,E792461,ELO,0
elo15i5-12,E606323,ELO,0
elo15i5-13,E743853,ELO,2
elo15i5-4,E692244,ELO,15
elo15i5-6,E706223,ELO,0
elo15i5-7,E706031,ELO,0
elo15i5-8,E701155,ELO,0
elo15i7,E706613,ELO,0
elo15i7-2,E706421,ELO,0
elo15i7-3,E701555,ELO,0
elo15in,E430821,ELO,0
elo15inw10,E494361,ELO,0
elo15istand,E044162,ELO,40
elo15s2,E931524,ELO,0
elo15s2-2,E931330,ELO,0
elo15s2-3,E590763,ELO,0
elo15s3,E931896,ELO,0
elo15s3-2,E931706,ELO,0
elo15s5,E932274,ELO,0
elo15s5-2,E932090,ELO,0
elo1715ls2,E603162,ELO,0
elo1717bats,E649473,ELO,2
elo1717bats2,E877820,ELO,13
elo1723itpro,E683457,ELO,0
elo1723itprow,E016808,ELO,0
elo1723itps,E785229,ELO,0
elo1739bezel2,E860319,ELO,0
elo1739rack2,E939253,ELO,2
elo1790at2,E326347,ELO,0
elo1790it2,E326942,ELO,9
elo1790pc2,E330225,ELO,20
elo17i3,E708953,ELO,0
elo17i3-2,E708554,ELO,0
elo17i3-3,E709726,ELO,0
elo17i3-4,E708749,ELO,0
elo17i3-5,E708361,ELO,0
elo17s2-10,E402963,ELO,0
elo17s2-11,E484896,ELO,0
elo17s2-12,E402781,ELO,0
elo17s2-4,E401992,ELO,0
elo17s2-5,E484495,ELO,0
elo17s2-6,E402576,ELO,0
elo17s2-7,E484291,ELO,0
elo17s2-8,E402382,ELO,0
elo17s2-9,E484700,ELO,0
elo17s3,E709349,ELO,0
elo185034,E185034,ELO,25
elo1902,E351388,ELO,33
elo1902pc,E125695,ELO,0
elo1903lm-4,E658586,ELO,0
elo1903lm-5,E658394,ELO,0
elo1903lm-7,E380665,ELO,0
elo1903lm-8,E380478,ELO,0
elo1915ls,E607608,ELO,0
elo193547,E193547,ELO,0
elo1937bez,E163604,ELO,5
elo1939rack2,E579652,ELO,0
elo1990it2,E328497,ELO,0
elo1990pct2,E330817,ELO,123
elo1991at2,E326541,ELO,0
elo1991pc,E331019,ELO,0
elo2094m,E553352,ELO,0
elo2094pcap,E331214,ELO,17
elo21i5,E541651,ELO,0
elo2202,E351600,ELO,648
elo2202l,E159758,ELO,80
elo2202pc,E126096,ELO,269
elo2203s-3,E658788,ELO,0
elo2203w-2,E658992,ELO,9
elo2203w-3,E380851,ELO,0
elo2203w-4,E381048,ELO,0
elo2210l,E448346,ELO,0
elo2243bez,E668194,ELO,0
elo2243rack,E462672,ELO,0
elo2270,E265991,ELO,0
elo2270-2,E510259,ELO,0
elo2270-3,E511214,ELO,33
elo2294it2,E327914,ELO,2
elo2294pc2,E330620,ELO,125
elo2295,E146083,ELO,17
elo22h3-3,E511785,ELO,0
elo22h3-4,E375459,ELO,0
elo22h3-5,E937523,ELO,0
elo22h5,E560404,ELO,0
elo22i2-13,E551653,ELO,0
elo22i2-6,E707003,ELO,0
elo22i2-7,E706811,ELO,0
elo22i2-9,E606708,ELO,0
elo22i3,E462589,ELO,1
elo22i3-2,E850591,ELO,0
elo22i3-3,E850387,ELO,0
elo22i3-4,E707378,ELO,0
elo22i3-5,E707193,ELO,0
elo22i3-7,E607093,ELO,0
elo22i4-3,E792655,ELO,0
elo22i4-4,E413211,ELO,0
elo22i4rb,E937340,ELO,0
elo22i5-10,E607503,ELO,0
elo22i5-11,E457278,ELO,0
elo22i5-12,E457084,ELO,0
elo22i5-14,E155309,ELO,0
elo22i5-4,E693022,ELO,0
elo22i5-8,E707579,ELO,0
elo22i5b,E938113,ELO,0
elo22i7,E708162,ELO,0
elo22i7-2,E707974,ELO,0
elo22i8rb,E937720,ELO,0
elo23i3,E608275,ELO,0
elo23i3-3,E608662,ELO,0
elo23i3-4,E607901,ELO,0
elo2402,E351806,ELO,62
elo2402pc,E126288,ELO,8
elo2403-4,E659395,ELO,26
elo2403-5,E659195,ELO,0
elo2403-6,E381452,ELO,0
elo2403s-2,E381251,ELO,0
elo2412v,E239980,ELO,2
elo2470,E266179,ELO,0
elo2470-2,E511419,ELO,23
elo263402,E263402,ELO,0
elo2702,E351997,ELO,0
elo2702pc,E126483,ELO,0
elo2703-4,E659793,ELO,0
elo2703-5,E659596,ELO,0
elo2703-6,E381844,ELO,0
elo2770,E511602,ELO,0
elo2770-2,E266381,ELO,2
elo2770-3,E510644,ELO,0
elo2799,E399052,ELO,6
elo2dbarsc,E384627,ELO,52
elo2dbarsc-2,E245047,ELO,336
elo3204,E103164,ELO,70
elo3263pc,E343671,ELO,0
elo343872pc,E343872,ELO,0
elo4304,E103351,ELO,49
elo4363pc,E344056,ELO,9
elo5054,E103738,ELO,0
elo5054i,E103937,ELO,0
elo5054p,E103538,ELO,0
elo5554,E104315,ELO,0
elo5554i,E104520,ELO,0
elo5554l,E104131,ELO,0
elo6554l,E104912,ELO,0
elobackpack,E802593,ELO,0
elobackpack3,E393359,ELO,0
elobackpack4,E393754,ELO,30
elobackpack8,E620713,ELO,104
elobracket,E045151,ELO,0
elobracket2,E043382,ELO,0
elobrkt-1,E147211,ELO,0
elobrkt-10,E593661,ELO,3
elobrkt-2,E203787,ELO,0
elobrkt-7,E530432,ELO,0
elobrkt-9,E727550,ELO,7
elocab2,E210789,ELO,0
elocab3,E210606,ELO,0
elocabkit4,E710549,ELO,0
elocabu,E710364,ELO,13
elocare3,E873133,ELO,9999
elocblkit,E641484,ELO,0
eloccam4k,E988153,ELO,0
elocpolekit,E989893,ELO,2
elocradlekit,E990468,ELO,0
elocradp400,E990282,ELO,43
elocrdkl5000,E996512,ELO,0
elocrdkl7000,E990654,ELO,0
elodivhdmi,E538507,ELO,0
eloe15e3,E567592,ELO,0
eloe15e3-2,E567394,ELO,20
eloe849711,E849711,ELO,0
eloecon3dcam,E134699,ELO,0
eloeconwc,E201494,ELO,25
eloedcon,E673037,ELO,43
eloeexp,E863687,ELO,0
eloemvcradlekit,E920661,ELO,0
eloes3dmount,E997555,ELO,0
eloesy00g2,E345569,ELO,0
eloesy00g3-2,E345966,ELO,0
eloesy00g3-4,E346150,ELO,0
eloesy00g5,E346532,ELO,0
eloesy00g5-2,E346334,ELO,0
eloesy10,E539154,ELO,25
eloesy10i1-2,E177215,ELO,8
eloesy10i1-3,E177025,ELO,16
eloesy15,E540294,ELO,118
eloesy15i1-3,E176451,ELO,32
eloesy15i1-4,E176245,ELO,0
eloesy15i2,E425383,ELO,0
eloesy15i2-2,E424795,ELO,0
eloesy15i3,E431006,ELO,0
eloesy15i5,E701351,ELO,0
eloesy22i1-2,E176840,ELO,0
eloesy22i1-3,E176640,ELO,0
eloesy22i5,E428860,ELO,0
eloesy24i2,E432375,ELO,3
eloesy24i3,E432576,ELO,0
eloet2470l,E510459,ELO,0
eloet2494l23in,E493782,ELO,183
eloet2495l,E506980,ELO,0
eloet2794l27in,E493591,ELO,0
eloextnt12,E180092,ELO,0
eloextnt13,E005277,ELO,0
eloextnt8,E571601,ELO,147
elofp,E134286,ELO,0
elohandles,E352196,ELO,0
elohuddlekit,E380925,ELO,2
eloi10sstand,E160104,ELO,51
eloids220,E587119,ELO,14
eloids32,E458919,ELO,14
eloidsops,E337104,ELO,1
eloidsstand2,E722153,ELO,0
eloidswall2,E721949,ELO,2
eloiflip2,E949536,ELO,0
eloimount2,E047458,ELO,0
